brand,name,rarity,item_type,card_number,set_code,psa10_price,min_price,souba,note,url,apparel_id,product_number,priced_at,ask_price,official_name,mintore_name
ドラゴンボール,パン：ゼノ,SR,single,UGM10-051,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146435,146435,SDBH-TCG-UGM10-051,2026-09-18 08:46,,パン：ゼノ SR[UGM10-051](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),パン: ゼノ SR [UGM10-051]
ドラゴンボール,ジレン,R,single,UGM10-052,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146436,146436,SDBH-TCG-UGM10-052,2026-09-19 08:47,,ジレン R[UGM10-052](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ジレン R [UGM10-052]
ドラゴンボール,ヒット,R,single,UGM10-053,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146437,146437,SDBH-TCG-UGM10-053,2026-09-20 08:46,,ヒット R[UGM10-053](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ヒット R [UGM10-053]
ドラゴンボール,超ハーツ,R,single,UGM10-054,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146438,146438,SDBH-TCG-UGM10-054,2026-09-21 08:46,,超ハーツ R[UGM10-054](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),超ハーツ R [UGM10-054]
ドラゴンボール,カンバー,R,single,UGM10-055,,,50000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146439,146439,SDBH-TCG-UGM10-055,2026-09-22 08:47,,カンバー R[UGM10-055](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),カンバー R [UGM10-055]
ドラゴンボール,アイオス,UR,single,UGM10-056,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146440,146440,SDBH-TCG-UGM10-056,2026-09-23 08:46,,アイオス UR[UGM10-056](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),アイオス UR [UGM10-056]
ドラゴンボール,黒衣の未来戦士,R,single,UGM10-057,,,0,,PSA10成約なし,https://snkrdunk.com/apparels/146441,146441,SDBH-TCG-UGM10-057,2026-09-24 08:51,,黒衣の未来戦士 R[UGM10-057](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),黒衣の未来戦士 R [UGM10-057]
ドラゴンボール,黒衣のナメック戦士,R,single,UGM10-058,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146442,146442,SDBH-TCG-UGM10-058,2026-09-18 08:46,,黒衣のナメック戦士 R[UGM10-058](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),黒衣のナメック戦士 R [UGM10-058]
ドラゴンボール,孫悟空：SH,C,single,UGM10-059,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146443,146443,SDBH-TCG-UGM10-059,2026-09-19 08:47,,孫悟空：SH C[UGM10-059](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟空: SH C [UGM10-059]
ドラゴンボール,孫悟飯：SH,R,single,UGM10-060,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146444,146444,SDBH-TCG-UGM10-060,2026-09-20 08:46,,孫悟飯：SH R[UGM10-060](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟飯: SH R [UGM10-060]
ドラゴンボール,孫悟飯：SH,UR,single,UGM10-061,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146445,146445,SDBH-TCG-UGM10-061,2026-09-21 08:46,,孫悟飯：SH UR[UGM10-061](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟飯: SH UR [UGM10-061]
ドラゴンボール,孫悟飯：SH,UR,single,UGM10-061 DA,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146446,146446,SDBH-TCG-UGM10-061-DA,2026-09-22 08:47,,孫悟飯：SH UR[UGM10-061 DA](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟飯: SH UR [UGM10-061 DA]
ドラゴンボール,ベジータ：SH,C,single,UGM10-062,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146447,146447,SDBH-TCG-UGM10-062,2026-09-23 08:46,,ベジータ：SH C[UGM10-062](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ベジータ: SH C [UGM10-062]
ドラゴンボール,ピッコロ：SH,SR,single,UGM10-063,,,0,,PSA10成約なし,https://snkrdunk.com/apparels/146448,146448,SDBH-TCG-UGM10-063,2026-09-24 08:51,,ピッコロ：SH SR[UGM10-063](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ピッコロ: SH SR [UGM10-063]
ドラゴンボール,ピッコロ：SH,SR,single,UGM10-063 DA,,,17000,11000,PSA10成約なし,https://snkrdunk.com/apparels/146449,146449,SDBH-TCG-UGM10-063-DA,2026-09-24 08:51,11000,ピッコロ：SH SR[UGM10-063 DA](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ピッコロ: SH SR [UGM10-063 DA]
ドラゴンボール,ピッコロ：SH,SR,single,UGM10-064,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146450,146450,SDBH-TCG-UGM10-064,2026-09-19 08:47,,ピッコロ：SH SR[UGM10-064](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ピッコロ: SH SR [UGM10-064]
ドラゴンボール,パン：SH,SR,single,UGM10-065,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146451,146451,SDBH-TCG-UGM10-065,2026-09-20 08:46,,パン：SH SR[UGM10-065](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),パン: SH SR [UGM10-065]
ドラゴンボール,パン：SH,SR,single,UGM10-065 DA,,,16000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146452,146452,SDBH-TCG-UGM10-065-DA,2026-09-21 08:46,,パン：SH SR[UGM10-065 DA](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),パン: SH SR [UGM10-065 DA]
ドラゴンボール,ガンマ1号：SH,SR,single,UGM10-066,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146453,146453,SDBH-TCG-UGM10-066,2026-09-22 08:47,,ガンマ1号：SH SR[UGM10-066](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ガンマ1号: SH SR [UGM10-066]
ドラゴンボール,ガンマ2号：SH,UR,single,UGM10-067,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146454,146454,SDBH-TCG-UGM10-067,2026-09-23 08:46,,ガンマ2号：SH UR[UGM10-067](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ガンマ2号: SH UR [UGM10-067]
ドラゴンボール,マゼンタ：SH,SR,single,UGM10-068,,,0,,PSA10成約なし,https://snkrdunk.com/apparels/146455,146455,SDBH-TCG-UGM10-068,2026-09-24 08:51,,マゼンタ：SH SR[UGM10-068](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),マゼンタ: SH SR [UGM10-068]
ドラゴンボール,孫悟空,UR,single,UGM10-SEC,,38000,0,,直近PSA10販売 2026/08/22,https://snkrdunk.com/apparels/146456,146456,SDBH-TCG-UGM10-SEC,2026-09-24 08:51,,孫悟空 UR[UGM10-SEC](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟空 UR [UGM10-SEC]
ドラゴンボール,孫悟飯：SH,UR,single,UGM10-SEC2,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146457,146457,SDBH-TCG-UGM10-SEC2,2026-09-19 08:47,,孫悟飯：SH UR[UGM10-SEC2](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟飯: SH UR [UGM10-SEC2]
ドラゴンボール,孫悟空：少年期,UR,single,UGM10-SEC3,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146458,146458,SDBH-TCG-UGM10-SEC3,2026-09-20 08:46,,孫悟空：少年期 UR[UGM10-SEC3](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟空: 少年期 UR [UGM10-SEC3]
ドラゴンボール,孫悟空：少年期,UR,single,UGM10-SEC3 DA,,33000,0,,直近PSA10販売 2026/07/11,https://snkrdunk.com/apparels/146459,146459,SDBH-TCG-UGM10-SEC3-DA,2026-09-24 08:51,,孫悟空：少年期 UR[UGM10-SEC3 DA](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟空: 少年期 UR [UGM10-SEC3 DA]
ドラゴンボール,アイオス,CP,single,UGM10-CP1,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146460,146460,SDBH-TCG-UGM10-CP1,2026-09-22 08:47,,アイオス CP[UGM10-CP1](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),アイオス CP [UGM10-CP1]
ドラゴンボール,トランクス：ゼノ,CP,single,UGM10-CP2,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146461,146461,SDBH-TCG-UGM10-CP2,2026-09-23 08:46,,トランクス：ゼノ CP[UGM10-CP2](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),トランクス: ゼノ CP [UGM10-CP2]
ドラゴンボール,孫悟空,CP,single,UGM10-CP3,,,0,,PSA10成約なし,https://snkrdunk.com/apparels/146462,146462,SDBH-TCG-UGM10-CP3,2026-09-24 08:51,,孫悟空 CP[UGM10-CP3](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),孫悟空 CP [UGM10-CP3]
ドラゴンボール,黒衣の戦士,CP,single,UGM10-CP4,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146463,146463,SDBH-TCG-UGM10-CP4,2026-09-18 08:46,,黒衣の戦士 CP[UGM10-CP4](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),黒衣の戦士 CP [UGM10-CP4]
ドラゴンボール,ピッコロ,CP,single,UGM10-CP5,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146464,146464,SDBH-TCG-UGM10-CP5,2026-09-19 08:47,,ピッコロ CP[UGM10-CP5](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ピッコロ CP [UGM10-CP5]
ドラゴンボール,ヤムチャ,CP,single,UGM10-CP6,,,0,,取引履歴なし（希少）,https://snkrdunk.com/apparels/146465,146465,SDBH-TCG-UGM10-CP6,2026-09-20 08:46,,ヤムチャ CP[UGM10-CP6](スーパードラゴンボールヒーローズ  ウルトラゴッドミッション 10弾),ヤムチャ CP [UGM10-CP6]
