brand,name,rarity,item_type,card_number,set_code,psa10_price,min_price,souba,note,url,apparel_id,product_number,priced_at,ask_price,official_name,mintore_name
ワンピ,ナミ R-P,,single,OP01-016,,20500,12000,22000,直近PSA10販売 9時間前,https://snkrdunk.com/apparels/93521,93521,OP01-016,2026-09-25 08:30,22000,ナミ R-P [OP01-016] (ブースターパック ロマンスドーン),ナミ R-P [OP01-016](ブースターパック ロマンスドーン)
ワンピ,シャンクス SEC-SP (コミパラ),,single,OP01-120,,207000,145000,204000,直近PSA10販売 1日前,https://snkrdunk.com/apparels/93520,93520,OP01-120,2026-09-25 08:30,204000,シャンクス SEC-SP (コミパラ) [OP01-120](ブースターパック「ロマンスドーン」),シャンクス SEC-SP (コミパラ) [OP01-120](ブースターパック「ロマンスドーン」)
ワンピ,トラファルガー・ロー SR-P,,single,OP01-047,,13000,1000,12480,直近PSA10販売 2026/07/05,https://snkrdunk.com/apparels/94870,94870,OP01-047,2026-09-25 08:30,12480,トラファルガー・ロー SR-P [OP01-047] (ブースターパック ロマンスドーン),トラファルガー・ロー SR-P [OP01-047](ブースターパック ロマンスドーン)
ワンピ,光月おでん L-P,,single,OP01-031,,15000,4000,,直近PSA10販売 2026/09/11,https://snkrdunk.com/apparels/94868,94868,OP01-031,2026-09-25 08:30,,光月おでん L-P [OP01-031] (ブースターパック ロマンスドーン),光月おでん L-P [OP01-031]
ワンピ,サンジ R-P,,single,OP01-013,,13998,1500,12500,直近PSA10販売 2026/09/19,https://snkrdunk.com/apparels/94867,94867,OP01-013,2026-09-25 08:30,12500,サンジ R-P [OP01-013] (ブースターパック ロマンスドーン),サンジ R-P [OP01-013](ブースターパック ロマンスドーン)
ワンピ,錦えもん SR-P,,single,OP01-040,,7200,13000,9000,直近PSA10販売 2026/09/10,https://snkrdunk.com/apparels/94869,94869,OP01-040,2026-09-25 08:30,9000,錦えもん SR-P [OP01-040] (ブースターパック ロマンスドーン),錦えもん SR-P [OP01-040]
ワンピ,ユースタス・キッド SR-P,,single,OP01-051,,11300,2999,10980,直近PSA10販売 2026/05/16,https://snkrdunk.com/apparels/94871,94871,OP01-051,2026-09-25 08:30,10980,ユースタス・キッド SR-P [OP01-051] (ブースターパック ロマンスドーン),ユースタス・キッド SR-P [OP01-051](ブースターパック ロマンスドーン)
ワンピ,ドンキホーテ・ドフラミンゴ L-P,,single,OP01-060,,21000,6999,20000,直近PSA10販売 2026/09/07,https://snkrdunk.com/apparels/94872,94872,OP01-060,2026-09-25 08:30,20000,ドンキホーテ・ドフラミンゴ L-P [OP01-060] (ブースターパック ロマンスドーン),ドンキホーテ・ドフラミンゴ L-P [OP01-060]
ワンピ,カイドウ L-P,,single,OP01-061,,13900,7500,13300,直近PSA10販売 2026/09/07,https://snkrdunk.com/apparels/94873,94873,OP01-061,2026-09-25 08:30,13300,カイドウ L-P  [OP01-061] (ブースターパック ロマンスドーン),カイドウ L-P [OP01-061]
ワンピ,クロコダイル L-P,,single,OP01-062,,13000,2200,12999,直近PSA10販売 2日前,https://snkrdunk.com/apparels/94874,94874,OP01-062,2026-09-25 08:30,12999,クロコダイル L-P  [OP01-062] (ブースターパック ロマンスドーン),クロコダイル L-P [OP01-062]
ワンピ,ドンキホーテ・ドフラミンゴ R-P,,single,OP01-073,,15151,16480,12000,直近PSA10販売 2026/08/02,https://snkrdunk.com/apparels/94887,94887,OP01-073,2026-09-25 08:30,12000,ドンキホーテ・ドフラミンゴ R-P  [OP01-073] (ブースターパック ロマンスドーン),ドンキホーテ・ドフラミンゴ R-P [OP01-073]
ワンピ,クロコダイル SR-P,,single,OP01-067,,7500,3000,14999,直近PSA10販売 2026/04/06,https://snkrdunk.com/apparels/94886,94886,OP01-067,2026-09-25 08:30,14999,クロコダイル SR-P  [OP01-067] (ブースターパック ロマンスドーン),クロコダイル SR-P [OP01-067]
ワンピ,ボア・ハンコック,SR,single,OP01-078,,14000,1000,30000,直近PSA10販売 2026/08/03,https://snkrdunk.com/apparels/94889,94889,OP01-078,2026-09-25 08:30,30000,ボア・ハンコック SR [OP01-078] (ブースターパック ロマンスドーン),ボア・ハンコック SR [OP01-078](ブースターパック ロマンスドーン)
ワンピ,キング SR-P,,single,OP01-096,,11888,,11500,直近PSA10販売 2026/07/01,https://snkrdunk.com/apparels/94892,94892,OP01-096,2026-09-25 08:30,11500,キング SR-P [OP01-096] (ブースターパック ロマンスドーン),キング SR-P [OP01-096]
ワンピ,キング L-P,,single,OP01-091,,24800,5000,20000,直近PSA10販売 2026/07/10,https://snkrdunk.com/apparels/94888,94888,OP01-091,2026-09-25 08:30,20000,キング L-P  [OP01-091] (ブースターパック ロマンスドーン),キング L-P [OP01-091]
ワンピ,ユースタス・キッド,SR,single,OP01-051,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94891,94891,OP01-051,2026-09-22 08:30,,ユースタス・キッド SR [OP01-051] (ブースターパック ロマンスドーン),ユースタス・キッド SR [OP01-051](ブースターパック ロマンスドーン)
ワンピ,モンキー・D・ルフィ,SR,single,OP01-024,,9800,1000,8000,直近PSA10販売 2026/08/30,https://snkrdunk.com/apparels/94897,94897,OP01-024,2026-09-25 08:30,8000,モンキー・D・ルフィ SR [OP01-024] (ブースターパック ロマンスドーン),モンキー・D・ルフィ SR [OP01-024](ブースターパック ロマンスドーン)
ワンピ,カイドウ SR-P,,single,OP01-094,,14999,3280,8500,直近PSA10販売 2026/06/04,https://snkrdunk.com/apparels/94890,94890,OP01-094,2026-09-25 08:30,8500,カイドウ SR-P  [OP01-094] (ブースターパック ロマンスドーン),カイドウ SR-P [OP01-094]
ワンピ,ジャック R-P,,single,OP01-102,,11888,1000,10000,直近PSA10販売 2026/07/01,https://snkrdunk.com/apparels/94893,94893,OP01-102,2026-09-25 08:30,10000,ジャック R-P  [OP01-102] (ブースターパック ロマンスドーン),ジャック R-P [OP01-102]
ワンピ,ロロノア・ゾロ,SR,single,OP01-025,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94895,94895,OP01-025,2026-09-19 08:30,,ロロノア・ゾロ SR [OP01-025] (ブースターパック ロマンスドーン),ロロノア・ゾロ SR [OP01-025](ブースターパック ロマンスドーン)
ワンピ,トラファルガー・ロー,SR,single,OP01-047,,,1000,,PSA10成約なし,https://snkrdunk.com/apparels/94894,94894,OP01-047,2026-09-25 08:30,,トラファルガー・ロー SR [OP01-047] (ブースターパック ロマンスドーン),トラファルガー・ロー SR [OP01-047](ブースターパック ロマンスドーン)
ワンピ,キャベンディッシュ C-P,,single,OP01-008,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94896,94896,OP01-008,2026-09-20 08:29,,キャベンディッシュ C-P  [OP01-008] (ブースターパック ロマンスドーン  BOX封入特典),キャベンディッシュ C-P [OP01-008]
ワンピ,ネコマムシ C-P,,single,OP01-048,,6500,1000,,直近PSA10販売 2026/07/25,https://snkrdunk.com/apparels/94898,94898,OP01-048,2026-09-25 08:30,,ネコマムシ C-P  [OP01-048] (ブースターパック ロマンスドーン  BOX封入特典),ネコマムシ C-P [OP01-048]
ワンピ,アルビダ C-P,,single,OP01-064,,10000,1000,11999,直近PSA10販売 2026/06/01,https://snkrdunk.com/apparels/94902,94902,OP01-064,2026-09-25 08:30,11999,アルビダ C-P  [OP01-064] (ブースターパック ロマンスドーン  BOX封入特典),アルビダ C-P [OP01-064]
ワンピ,イヌアラシ C-P,,single,OP01-034,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94900,94900,OP01-034,2026-09-24 08:33,,イヌアラシ C-P  [OP01-034] (ブースターパック ロマンスドーン  BOX封入特典),イヌアラシ C-P [OP01-034]
ワンピ,クイーン,C,single,ST04-005,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94899,94899,ST04-005,2026-09-23 08:29,,クイーン C [ST04-005] (スタートデッキ 百獣海賊団),クイーン C [ST04-005](スタートデッキ 百獣海賊団)
ワンピ,フーズ・フー,C,single,ST04-010,,,3300,,PSA10成約なし,https://snkrdunk.com/apparels/94901,94901,ST04-010,2026-09-25 08:30,,フーズ・フー C [ST04-010] (スタートデッキ 百獣海賊団),フーズ・フー C [ST04-010]
ワンピ,キラー,C,single,ST02-005,,,,,取引履歴なし（希少）,https://snkrdunk.com/apparels/94903,94903,ST02-005,2026-09-20 08:29,,キラー C [ST02-005] (スタートデッキ 最悪の世代),キラー C [ST02-005]
ワンピ,ペローナ UC-P,,single,OP01-077,,32000,1000,,直近PSA10販売 2026/09/02,https://snkrdunk.com/apparels/94905,94905,OP01-077,2026-09-25 08:30,,ペローナ UC-P  [OP01-077] (ブースターパック ロマンスドーン  BOX封入特典),ペローナ UC-P [OP01-077](ブースターパック ロマンスドーン BOX封入特典)
ワンピ,フランキー C-P,,single,ST01-010,,6600,1000,6300,直近PSA10販売 2026/09/20,https://snkrdunk.com/apparels/94904,94904,ST01-010,2026-09-25 08:30,6300,フランキー C-P  [ST01-010] (プレミアムカードコレクション25周年エディション),フランキー C-P [ST01-010]
ワンピ,ニコ・ロビン C-P,,single,ST01-008,,7500,1500,7400,直近PSA10販売 1日前,https://snkrdunk.com/apparels/94908,94908,ST01-008,2026-09-25 08:30,7400,ニコ・ロビン C-P  [ST01-008] (プレミアムカードコレクション25周年エディション),ニコ・ロビン C-P [ST01-008]
ワンピ,フーズ・フー UC-P,,single,OP01-109,,8000,1000,,直近PSA10販売 2026/06/04,https://snkrdunk.com/apparels/94907,94907,OP01-109,2026-09-25 08:30,,フーズ・フー UC-P  [OP01-109] (ブースターパック ロマンスドーン  BOX封入特典),フーズ・フー UC-P [OP01-109]
ワンピ,モンキー・D・ルフィ P-P,,single,P-001,,11300,4000,11700,直近PSA10販売 13時間前,https://snkrdunk.com/apparels/94909,94909,OPC-P-001,2026-09-25 08:30,11700,モンキー・D・ルフィ P-P  [P-001] (プレミアムカードコレクション25周年エディション),モンキー・D・ルフィ P-P [P-001]
ワンピ,サンジ R-P,,single,OP01-013,,6600,1000,6400,直近PSA10販売 1日前,https://snkrdunk.com/apparels/94917,94917,OP01-013,2026-09-25 08:30,6400,サンジ R-P  [OP01-013] (プレミアムカードコレクション25周年エディション),サンジ R-P [OP01-013](プレミアムカードコレクション25周年エディション)
ワンピ,ロロノア・ゾロ L パラレル,,single,OP01-001,,8700,1800,8599,直近PSA10販売 19時間前,https://snkrdunk.com/apparels/94915,94915,OP01-001,2026-09-25 08:30,8599,ロロノア・ゾロ L パラレル  [OP01-001] (プレミアムカードコレクション25周年エディション),ロロノア・ゾロ L パラレル [OP01-001]
ワンピ,ジンベエ C パラレル,,single,ST01-005,,10999,1000,7400,直近PSA10販売 2026/09/16,https://snkrdunk.com/apparels/94916,94916,ST01-005,2026-09-25 08:30,7400,ジンベエ C パラレル  [ST01-005] (プレミアムカードコレクション25周年エディション),ジンベエ C パラレル [ST01-005]
ワンピ,ナミ R-P,,single,OP01-016,,7499,2800,7400,直近PSA10販売 1日前,https://snkrdunk.com/apparels/94918,94918,OP01-016,2026-09-25 08:30,7400,ナミ R-P  [OP01-016] (プレミアムカードコレクション25周年エディション),ナミ R-P [OP01-016](プレミアムカードコレクション25周年エディション)
ワンピ,ウソップ C-P,,single,ST01-002,,5900,1000,5800,直近PSA10販売 16時間前,https://snkrdunk.com/apparels/94919,94919,ST01-002,2026-09-25 08:30,5800,ウソップ C-P  [ST01-002] (プレミアムカードコレクション25周年エディション),ウソップ C-P [ST01-002]
ワンピ,トニートニー・チョッパー C パラレル,,single,ST01-006,,7300,2000,7300,直近PSA10販売 13時間前,https://snkrdunk.com/apparels/94921,94921,ST01-006,2026-09-25 08:30,7300,トニートニー・チョッパー C パラレル  [ST01-006] (プレミアムカードコレクション25周年エディション),トニートニー・チョッパー C パラレル [ST01-006]
ワンピ,ブルック UC-P,,single,OP01-022,,6200,1000,6200,直近PSA10販売 2026/09/20,https://snkrdunk.com/apparels/94920,94920,OP01-022,2026-09-25 08:30,6200,ブルック UC-P  [OP01-022] (プレミアムカードコレクション25周年エディション),ブルック UC-P [OP01-022]
ワンピ,モンキー・D・ルフィ,P,single,P-001,,15000,13999,15800,直近PSA10販売 21時間前,https://snkrdunk.com/apparels/95888,95888,OPC-P-001,2026-09-25 08:30,15800,モンキー・D・ルフィ P [P-001] (チャンピオンシップセット 特典),モンキー・D・ルフィ P [P-001](チャンピオンシップセット 特典)
ワンピ,フランキー UC パラレル,,single,OP01-021,,13000,3000,11900,直近PSA10販売 2026/08/12,https://snkrdunk.com/apparels/95890,95890,OP01-021,2026-09-25 08:30,11900,フランキー UC パラレル [OP01-021] (スタンダードバトル優勝),フランキー UC パラレル [OP01-021]
ワンピ,モンキー・D・ルフィ,プロモ,single,P-001,,14799,1000,13800,直近PSA10販売 2026/09/16,https://snkrdunk.com/apparels/98592,98592,OPC-P-001,2026-09-25 08:30,13800,モンキー・D・ルフィ [P-001]  (プロモーションパック2022),モンキー・D・ルフィ [P-001]
ワンピ,冒険のにおいがするっ!!!,プロモ,single,P-002,,,1999,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98593,98593,OPC-P-002,2026-09-21 08:29,,冒険のにおいがするっ!!! [P-002]  (プロモーションパック2022),冒険のにおいがするっ!!! [P-002]
ワンピ,ユースタス・キッド,プロモ,single,P-003,,,1500,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98594,98594,OPC-P-003,2026-09-22 08:30,,ユースタス・キッド [P-003]  (プロモーションパック2022),ユースタス・キッド [P-003](プロモーションパック2022)
ワンピ,クロコダイル,プロモ,single,P-004,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98595,98595,OPC-P-004,2026-09-23 08:29,,クロコダイル [P-004]  (プロモーションパック2022),クロコダイル [P-004]
ワンピ,カイドウ,プロモ,single,P-005,,,2000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98596,98596,OPC-P-005,2026-09-24 08:33,,カイドウ [P-005]  (プロモーションパック2022),カイドウ [P-005]
ワンピ,モンキー・D・ルフィ,,single,P-006,,9999,1000,9777,直近PSA10販売 2026/09/16,https://snkrdunk.com/apparels/98597,98597,OPC-P-006,2026-09-25 08:30,9777,モンキー・D・ルフィ [P-006]  (Vジャンプ 2022年 9月号 付録),モンキー・D・ルフィ [P-006]
ワンピ,モンキー・D・ルフィ,,single,P-007,,24500,1300,25980,直近PSA10販売 2日前,https://snkrdunk.com/apparels/98662,98662,OPC-P-007,2026-09-25 08:30,25980,モンキー・D・ルフィ [P-007]  (最強ジャンプ 2022年 9月号 付録),モンキー・D・ルフィ [P-007]
ワンピ,ヤマト,,single,P-008,,8300,1000,9333,直近PSA10販売 2026/09/09,https://snkrdunk.com/apparels/98665,98665,OPC-P-008,2026-09-25 08:30,9333,ヤマト [P-008]  (最強ジャンプ 2022年 9月号 付録),ヤマト [P-008]
ワンピ,トラファルガー・ロー,,single,P-009,,5200,2222,39800,直近PSA10販売 2024/03/20,https://snkrdunk.com/apparels/98667,98667,OPC-P-009,2026-09-25 08:30,39800,トラファルガー・ロー [P-009]  (最強ジャンプ 2022年 9月号 付録),トラファルガー・ロー [P-009]
ワンピ,カイドウ,,single,P-010,,9300,1800,14999,直近PSA10販売 2026/08/31,https://snkrdunk.com/apparels/98668,98668,OPC-P-010,2026-09-25 08:30,14999,カイドウ [P-010]  (最強ジャンプ 2022年 9月号 付録),カイドウ [P-010]
ワンピ,ウタ,,single,P-011,,34800,1000,36800,直近PSA10販売 2026/06/24,https://snkrdunk.com/apparels/98671,98671,OPC-P-011,2026-09-25 08:30,36800,ウタ [P-011]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ウタ [P-011]
ワンピ,クラゲ海賊団,,single,P-012,,,3800,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98672,98672,OPC-P-012,2026-09-23 08:29,,クラゲ海賊団 [P-012]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),クラゲ海賊団 [P-012]
ワンピ,コビー,,single,P-014,,,2700,,PSA10成約なし,https://snkrdunk.com/apparels/98674,98674,P-014,2026-09-25 08:30,,コビー [P-014]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),コビー [P-014]
ワンピ,ゴードン,,single,P-013,,,3800,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98673,98673,OPC-P-013,2026-09-24 08:33,,ゴードン [P-013]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ゴードン [P-013]
ワンピ,シャンクス,,single,P-016,,3800,1000,8900,直近PSA10販売 2025/07/15,https://snkrdunk.com/apparels/98678,98678,OPC-P-016,2026-09-25 08:30,8900,シャンクス [P-016]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),シャンクス [P-016]
ワンピ,サニーくん,,single,P-015,,,1000,40000,PSA10成約なし,https://snkrdunk.com/apparels/98676,98676,OPC-P-015,2026-09-25 08:30,40000,サニーくん [P-015]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),サニーくん [P-015]
ワンピ,トラファルガー・ロー,,single,P-017,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98679,98679,OPC-P-017,2026-09-23 08:29,,トラファルガー・ロー [P-017]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),トラファルガー・ロー [P-017]
ワンピ,ベポ,,single,P-019,,,2300,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98682,98682,OPC-P-019,2026-09-19 08:30,,ベポ [P-019]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ベポ [P-019]
ワンピ,バルトロメオ,,single,P-018,,,6500,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98680,98680,OPC-P-018,2026-09-24 08:33,,バルトロメオ [P-018]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),バルトロメオ [P-018]
ワンピ,ベン・ベックマン,,single,P-021,,4567,1777,,直近PSA10販売 2026/02/05,https://snkrdunk.com/apparels/98684,98684,OPC-P-021,2026-09-25 08:30,,ベン・ベックマン [P-021]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ベン・ベックマン [P-021]
ワンピ,ヘルメッポ,,single,P-020,,,2000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98683,98683,OPC-P-020,2026-09-20 08:29,,ヘルメッポ [P-020]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ヘルメッポ [P-020]
ワンピ,モンキー・D・ルフィ,,single,P-022,,8500,1000,8500,直近PSA10販売 1日前,https://snkrdunk.com/apparels/98686,98686,OPC-P-022,2026-09-25 08:30,8500,モンキー・D・ルフィ [P-022]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),モンキー・D・ルフィ [P-022]
ワンピ,ヤソップ,,single,P-023,,,8000,,PSA10成約なし,https://snkrdunk.com/apparels/98688,98688,OPC-P-023,2026-09-25 08:30,,ヤソップ [P-023]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ヤソップ [P-023]
ワンピ,"""海賊王""に!!!おれはなるっ!!!!",,single,P-024,,,3888,33000,PSA10成約なし,https://snkrdunk.com/apparels/98689,98689,OPC-P-024,2026-09-25 08:30,33000,"""海賊王""に!!!おれはなるっ!!!! [P-024]  (交流会 参加記念品)","""海賊王""に!!!おれはなるっ!!!! [P-024]"
ワンピ,毛皮強化,,single,ST01-014,,,10000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98703,98703,OPC-ST01-014,2026-09-19 08:30,,毛皮強化 [ST01-014]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),毛皮強化 [ST01-014]
ワンピ,ゴムゴムのJET銃,,single,ST01-015,,,,,取引履歴なし（希少）,https://snkrdunk.com/apparels/98705,98705,OPC-ST01-015,2026-09-21 08:29,,ゴムゴムのJET銃 [ST01-015]  (「ONE PIECE FILM RED」映画特典 チュートリアルデッキ),ゴムゴムのJET銃 [ST01-015]
ワンピ,シャンクス SEC-P (開封済),,single,OP01-120,,680000,350000,680000,直近PSA10販売 2026/07/24,https://snkrdunk.com/apparels/222162,222162,OP01-120,2026-09-25 08:30,680000,シャンクス SEC-P (開封済) [OP01-120](フラッグシップバトル記念品) for Asia,シャンクス SEC-P (開封済) [OP01-120](フラッグシップバトル記念品) for Asia
ワンピ,エドワード・ニューゲート,SR,single,OP02-004,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102414,102414,OP02-004,2026-09-20 08:29,,エドワード・ニューゲート SR [OP02-004] (ブースターパック頂上決戦),エドワード・ニューゲート SR [OP02-004](ブースターパック頂上決戦)
ワンピ,ポートガス・D・エース,SR,single,OP02-013,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102415,102415,OP02-013,2026-09-21 08:29,,ポートガス・D・エース SR [OP02-013] (ブースターパック頂上決戦),ポートガス・D・エース SR [OP02-013](ブースターパック頂上決戦)
ワンピ,光月おでん,SR,single,OP02-030,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102416,102416,OP02-030,2026-09-22 08:30,,光月おでん SR [OP02-030] (ブースターパック頂上決戦),光月おでん SR [OP02-030]
ワンピ,ナミ,SR,single,OP02-036,,9000,1000,,直近PSA10販売 2026/06/12,https://snkrdunk.com/apparels/102417,102417,OP02-036,2026-09-25 08:30,,ナミ SR [OP02-036] (ブースターパック頂上決戦),ナミ SR [OP02-036](ブースターパック頂上決戦)
ワンピ,エンポリオ・イワンコフ,SR,single,OP02-051,,3456,1000,,直近PSA10販売 2026/01/08,https://snkrdunk.com/apparels/102418,102418,OP02-051,2026-09-25 08:30,,エンポリオ・イワンコフ SR [OP02-051] (ブースターパック頂上決戦),エンポリオ・イワンコフ SR [OP02-051]
ワンピ,マゼラン,SR,single,OP02-085,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102420,102420,OP02-085,2026-09-19 08:30,,マゼラン SR [OP02-085] (ブースターパック頂上決戦),マゼラン SR [OP02-085]
ワンピ,モンキー・Ｄ・ルフィ,SR,single,OP02-062,,,1000,,PSA10成約なし,https://snkrdunk.com/apparels/102419,102419,OP02-062,2026-09-25 08:30,,モンキー・Ｄ・ルフィ SR [OP02-062] (ブースターパック頂上決戦),モンキー・D・ルフィ SR [OP02-062]
ワンピ,クザン,SR,single,OP02-096,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102421,102421,OP02-096,2026-09-20 08:29,,クザン SR [OP02-096] (ブースターパック頂上決戦),クザン SR [OP02-096](ブースターパック頂上決戦)
ワンピ,サカズキ,SR,single,OP02-099,,,1000,,取引履歴なし（希少）,https://snkrdunk.com/apparels/102422,102422,OP02-099,2026-09-21 08:29,,サカズキ SR [OP02-099] (ブースターパック頂上決戦),サカズキ SR [OP02-099](ブースターパック頂上決戦)
ワンピ,ウタ,SEC,single,OP02-120,,13480,1000,9999,直近PSA10販売 2026/09/07,https://snkrdunk.com/apparels/102424,102424,OP02-120,2026-09-25 08:30,9999,ウタ SEC [OP02-120] (ブースターパック頂上決戦),ウタ SEC [OP02-120](ブースターパック頂上決戦)
ワンピ,ボルサリーノ,SR,single,OP02-114,,9888,1000,,直近PSA10販売 2026/04/16,https://snkrdunk.com/apparels/102423,102423,OP02-114,2026-09-25 08:30,,ボルサリーノ SR [OP02-114] (ブースターパック頂上決戦),ボルサリーノ SR [OP02-114](ブースターパック頂上決戦)
ワンピ,クザン,SEC,single,OP02-121,,13000,1000,30000,直近PSA10販売 2026/05/29,https://snkrdunk.com/apparels/102425,102425,OP02-121,2026-09-25 08:30,30000,クザン SEC [OP02-121] (ブースターパック頂上決戦),クザン SEC [OP02-121](ブースターパック頂上決戦)
ワンピ,エドワード・ニューゲート L-P,,single,OP02-001,,15000,4300,16000,直近PSA10販売 19時間前,https://snkrdunk.com/apparels/102426,102426,OP02-001,2026-09-25 08:30,16000,エドワード・ニューゲート L-P [OP02-001] (ブースターパック頂上決戦),エドワード・ニューゲート L-P [OP02-001]
ワンピ,錦えもん L-P,,single,OP02-025,,16000,2222,14500,直近PSA10販売 2026/08/12,https://snkrdunk.com/apparels/102428,102428,OP02-025,2026-09-25 08:30,14500,錦えもん L-P [OP02-025] (ブースターパック頂上決戦),錦えもん L-P [OP02-025]
ワンピ,モンキー・D・ガープ L-P,,single,OP02-002,,14500,4888,19800,直近PSA10販売 2026/08/04,https://snkrdunk.com/apparels/102427,102427,OP02-002,2026-09-25 08:30,19800,モンキー・D・ガープ L-P [OP02-002] (ブースターパック頂上決戦),モンキー・D・ガープ L-P [OP02-002]
