brand,name,rarity,item_type,card_number,set_code,psa10_price,min_price,souba,note,url,apparel_id,product_number,priced_at,ask_price,official_name,mintore_name
ポケカ,シブヤのピカチュウ,プロモ,single,002,S-P,118000,11500,120000,直近PSA10販売 9時間前,https://snkrdunk.com/apparels/91127,91127,pkmn-tcg-32,2026-09-25 08:01,120000,シブヤのピカチュウ: プロモ[S-P 002](プロモーションカード「S-P」),シブヤのピカチュウ: プロモ [S-P 002]
ポケカ,ポケモンセンターのお姉さん,プロモ,single,069,S-P,34000,21000,34500,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91128,91128,pkmn-tcg-33,2026-09-25 08:01,34500,ポケモンセンターのお姉さん: プロモ[S-P 069](プロモーションカード「S-P」),ポケモンセンターのお姉さん: プロモ [S-P 069]
ポケカ,プレイヤーズセレモニー,プロモ,single,127,S-P,78800,81000,75800,直近PSA10販売 2026/09/04,https://snkrdunk.com/apparels/91131,91131,pkmn-tcg-36,2026-09-25 08:01,75800,プレイヤーズセレモニー: プロモ[S-P 127](プロモーションカード「S-P」2020),プレイヤーズセレモニー: プロモ [S-P 127]
ポケカ,ザルードV ガリガリ君,プロモ,single,108,S-P,38500,23000,39999,直近PSA10販売 2026/08/28,https://snkrdunk.com/apparels/91129,91129,pkmn-tcg-34,2026-09-25 08:01,39999,ザルードV ガリガリ君: プロモ[S-P 108](プロモーションカード「S-P」),ザルードV ガリガリ君: プロモ [S-P 108]
ポケカ,ピカチュウVMAX（バンザイピカチュウ）,プロモ,single,123,S-P,50000,17200,55555,直近PSA10販売 2日前,https://snkrdunk.com/apparels/91130,91130,pkmn-tcg-35,2026-09-25 08:01,55555,ピカチュウVMAX（バンザイピカチュウ）: プロモ[S-P 123](ピカピカ！ピカチュウ！プロモカードキャンペーン),ピカチュウVMAX(バンザイピカチュウ): プロモ [S-P 123]
ポケカ,まるのみされたピカチュウ,プロモ,single,105,S-P,169999,111111,177777,直近PSA10販売 11時間前,https://snkrdunk.com/apparels/91132,91132,pkmn-tcg-37,2026-09-25 08:01,177777,まるのみされたピカチュウ: プロモ[S-P 105](プロモーションカード「S-P」),まるのみされたピカチュウ: プロモ [S-P 105]
ポケカ,かがやくリザードン,K,single,011/071,S10b,8299,2500,8280,直近PSA10販売 9時間前,https://snkrdunk.com/apparels/91134,91134,pkmn-tcg-42,2026-09-25 08:01,8280,かがやくリザードン K[S10b 011/071](強化拡張パック「Pokemon GO」),かがやくリザードン K [S10b 011/071]
ポケカ,ミュウツーV SR,SA,single,074/071,S10b,22000,7499,23000,直近PSA10販売 47分前,https://snkrdunk.com/apparels/91133,91133,pkmn-tcg-40,2026-09-25 08:01,23000,ミュウツーV SR: SA[S10b 074/071](強化拡張パック「Pokemon GO」),ミュウツーV SR: SA [S10b 074/071]
ポケカ,ヒナツ,SR,single,086/071,S10a,12300,1500,10998,直近PSA10販売 8時間前,https://snkrdunk.com/apparels/91135,91135,pkmn-tcg-S10a-086,2026-09-25 08:01,10998,ヒナツ SR[S10a 086/071](強化拡張パック「ダークファンタズマ」),ヒナツ SR [S10a 086/071]
ポケカ,ダークパッチ,UR,single,098/071,S10a,,5500,,取引履歴なし（希少）,https://snkrdunk.com/apparels/91137,91137,pkmn-tcg-45,2026-09-20 08:01,,ダークパッチ UR[S10a 098/071](強化拡張パック「ダークファンタズマ」),ダークパッチ UR [S10a 098/071]
ポケカ,ヒスイゾロアークVSTAR,UR,single,097/071,S10a,6580,2750,9500,直近PSA10販売 2026/09/12,https://snkrdunk.com/apparels/91136,91136,pkmn-tcg-44,2026-09-25 08:01,9500,ヒスイゾロアークVSTAR UR[S10a 097/071](強化拡張パック「ダークファンタズマ」),ヒスイゾロアークVSTAR UR [S10a 097/071]
ポケカ,ナタネの活気,SR,single,078/067,S10D,9999,2500,9500,直近PSA10販売 3日前,https://snkrdunk.com/apparels/91138,91138,pkmn-tcg-46,2026-09-25 08:01,9500,ナタネの活気 SR[S10D 078/067](拡張パック「タイムゲイザー」),ナタネの活気 SR [S10D 078/067]
ポケカ,オリジンディアルガV SR,SA,single,075/067,S10D,14000,7000,19999,直近PSA10販売 3日前,https://snkrdunk.com/apparels/91140,91140,pkmn-tcg-50,2026-09-25 08:01,19999,オリジンディアルガV SR: SA[S10D 075/067](拡張パック「タイムゲイザー」),オリジンディアルガV SR: SA [S10D 075/067]
ポケカ,トレッキングシューズ,UR,single,087/067,S10D,,6200,,取引履歴なし（希少）,https://snkrdunk.com/apparels/91139,91139,pkmn-tcg-48,2026-09-22 08:02,,トレッキングシューズ UR[S10D 087/067](拡張パック「タイムゲイザー」),トレッキングシューズ UR [S10D 087/067]
ポケカ,オリジンパルキアV SR,SA,single,071/067,S10P,16500,9000,15999,直近PSA10販売 17時間前,https://snkrdunk.com/apparels/91141,91141,pkmn-tcg-51,2026-09-25 08:01,15999,オリジンパルキアV SR: SA[S10P 071/067](拡張パック「スペースジャグラー」),オリジンパルキアV SR: SA [S10P 071/067]
ポケカ,カイ,SR,single,077/067,S10P,11800,5200,11000,直近PSA10販売 2日前,https://snkrdunk.com/apparels/91142,91142,pkmn-tcg-52,2026-09-25 08:01,11000,カイ SR[S10P 077/067](拡張パック「スペースジャグラー」),カイ SR [S10P 077/067]
ポケカ,オリジンパルキアVSTAR,UR,single,086/067,S10P,8200,2000,7900,直近PSA10販売 2026/09/10,https://snkrdunk.com/apparels/91143,91143,pkmn-tcg-53,2026-09-25 08:01,7900,オリジンパルキアVSTAR UR[S10P 086/067](拡張パック「スペースジャグラー」),オリジンパルキアVSTAR UR [S10P 086/067]
ポケカ,ダブルターボエネルギー,UR,single,088/067,S10P,10000,2999,11000,直近PSA10販売 2026/06/30,https://snkrdunk.com/apparels/91144,91144,pkmn-tcg-54,2026-09-25 08:01,11000,ダブルターボエネルギー UR[S10P 088/067](拡張パック「スペースジャグラー」),ダブルターボエネルギー UR [S10P 088/067]
ポケカ,アルセウスV SR,SA,single,112/100,S9,17950,7500,17000,直近PSA10販売 2日前,https://snkrdunk.com/apparels/91145,91145,pkmn-tcg-56,2026-09-25 08:01,17000,アルセウスV SR: SA[S9 112/100](拡張パック「スターバース」),アルセウスV SR: SA [S9 112/100]
ポケカ,リザードンV SR,SA,single,103/100,S9,47999,29990,46000,直近PSA10販売 2日前,https://snkrdunk.com/apparels/91147,91147,pkmn-tcg-59,2026-09-25 08:01,46000,リザードンV SR: SA[S9 103/100](拡張パック「スターバース」),リザードンV SR: SA [S9 103/100]
ポケカ,ガラルファイヤーV,,single,422/414,SI,9000,10000,9000,直近PSA10販売 2026/09/10,https://snkrdunk.com/apparels/91149,91149,pkmn-tcg-SI-422,2026-09-25 08:01,9000,ガラルファイヤーV[SI 422/414](スタートデッキ100),ガラルファイヤーV [SI 422/414]
ポケカ,リザードンVSTAR,HR,single,118/100,S9,20400,8000,19799,直近PSA10販売 2026/09/20,https://snkrdunk.com/apparels/91146,91146,pkmn-tcg-57,2026-09-25 08:01,19799,リザードンVSTAR HR[S9 118/100](拡張パック「スターバース」),リザードンVSTAR HR [S9 118/100]
ポケカ,ハイパーボール,UR,single,126/100,S9,8888,7500,15000,直近PSA10販売 2026/08/30,https://snkrdunk.com/apparels/91148,91148,pkmn-tcg-60,2026-09-25 08:01,15000,ハイパーボール UR[S9 126/100](拡張パック「スターバース」),ハイパーボール UR [S9 126/100]
ポケカ,マリィのプライド,,single,419/414,SI,25555,13000,27500,直近PSA10販売 4時間前,https://snkrdunk.com/apparels/91150,91150,pkmn-tcg-SI-419,2026-09-25 08:01,27500,マリィのプライド[SI 419/414](スタートデッキ100),マリィのプライド [SI 419/414]
ポケカ,アセロラの予感,SR,single,255/184,S8b,13500,6280,12000,直近PSA10販売 8時間前,https://snkrdunk.com/apparels/91151,91151,pkmn-tcg-63,2026-09-25 08:01,12000,アセロラの予感 SR[S8b 255/184](ハイクラスパック「VMAXクライマックス」),アセロラの予感 SR [S8b 255/184]
ポケカ,ユウリ,SR,single,276/184,S8b,12200,6800,12222,直近PSA10販売 24分前,https://snkrdunk.com/apparels/91153,91153,pkmn-tcg-65,2026-09-25 08:01,12222,ユウリ SR[S8b 276/184](ハイクラスパック「VMAXクライマックス」),ユウリ SR [S8b 276/184]
ポケカ,ガラルの仲間たち,SR,single,258/184,S8b,8500,4000,9300,直近PSA10販売 16時間前,https://snkrdunk.com/apparels/91152,91152,pkmn-tcg-64,2026-09-25 08:01,9300,ガラルの仲間たち SR[S8b 258/184](ハイクラスパック「VMAXクライマックス」),ガラルの仲間たち SR [S8b 258/184]
ポケカ,ピカチュウVMAX,UR,single,279/184,S8b,23000,15500,22980,直近PSA10販売 6時間前,https://snkrdunk.com/apparels/91154,91154,pkmn-tcg-66,2026-09-25 08:01,22980,ピカチュウVMAX UR[S8b 279/184](ハイクラスパック「VMAXクライマックス」),ピカチュウVMAX UR [S8b 279/184]
ポケカ,フシギバナ,プロモ,single,002/025,S8a-P,11111,8000,14000,直近PSA10販売 14時間前,https://snkrdunk.com/apparels/91157,91157,pkmn-tcg-69,2026-09-25 08:01,14000,フシギバナ: プロモ[S8a-P 002/025](プロモカードパック 25th ANNIVERSARY edition),フシギバナ: プロモ [S8a-P 002/025]
ポケカ,リザードン,プロモ,single,001/025,S8a-P,79000,50000,78000,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91156,91156,pkmn-tcg-68,2026-09-25 08:01,78000,リザードン: プロモ[S8a-P 001/025](プロモカードパック 25th ANNIVERSARY edition),リザードン: プロモ [S8a-P 001/025]
ポケカ,ピカチュウV ビニールなし,,single,001/015,S8a-G,150000,79900,149800,直近PSA10販売 9時間前,https://snkrdunk.com/apparels/91155,91155,pkmn-tcg-67,2026-09-25 08:01,149800,ピカチュウV ビニールなし[S8a-G 001/015](25th アニバーサリー ゴールデンボックス),ピカチュウV ビニールなし [S8a-G 001/015]
ポケカ,カメックス,プロモ,single,003/025,S8a-P,18999,8999,19000,直近PSA10販売 8時間前,https://snkrdunk.com/apparels/91158,91158,pkmn-tcg-70,2026-09-25 08:01,19000,カメックス: プロモ[S8a-P 003/025](プロモカードパック 25th ANNIVERSARY edition),カメックス: プロモ [S8a-P 003/025]
ポケカ,ひかるコイキング,プロモ,single,010/025,S8a-P,19750,12500,19800,直近PSA10販売 12時間前,https://snkrdunk.com/apparels/91159,91159,pkmn-tcg-72,2026-09-25 08:01,19800,ひかるコイキング: プロモ[S8a-P 010/025](プロモカードパック 25th ANNIVERSARY edition),ひかるコイキング: プロモ [S8a-P 010/025]
ポケカ,基本炎エネルギー,UR,single,129/100,S8,,3900,18000,PSA10成約なし,https://snkrdunk.com/apparels/91162,91162,pkmn-tcg-75,2026-09-25 08:01,18000,基本炎エネルギー UR[S8 129/100](拡張パック「フュージョンアーツ」),基本炎エネルギー UR [S8 129/100]
ポケカ,ブラッキー☆,プロモ,single,012/025,S8a-P,40999,24999,40000,直近PSA10販売 13時間前,https://snkrdunk.com/apparels/91160,91160,pkmn-tcg-73,2026-09-25 08:01,40000,ブラッキー☆: プロモ[S8a-P 012/025](プロモカードパック 25th ANNIVERSARY edition),ブラッキー☆: プロモ [S8a-P 012/025]
ポケカ,ミュウ ふしぎなしっぽ,UR,single,030/028,S8a,47000,15500,47700,直近PSA10販売 9時間前,https://snkrdunk.com/apparels/91161,91161,pkmn-tcg-74,2026-09-25 08:01,47700,ミュウ ふしぎなしっぽ UR[S8a 030/028](拡張パック「25th ANNIVERSARY COLLECTION」),ミュウ ふしぎなしっぽ UR [S8a 030/028]
ポケカ,カミツレのきらめき,SR,single,113/100,S8,9900,2300,8999,直近PSA10販売 2026/09/15,https://snkrdunk.com/apparels/91164,91164,pkmn-tcg-77,2026-09-25 08:01,8999,カミツレのきらめき SR[S8 113/100](拡張パック「フュージョンアーツ」),カミツレのきらめき SR [S8 113/100]
ポケカ,ヒガナの決意,SR,single,079/067,S7R,18500,4900,17000,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91165,91165,pkmn-tcg-S7R-079,2026-09-25 08:01,17000,ヒガナの決意 SR[S7R 079/067](拡張パック「蒼空ストリーム」),ヒガナの決意 SR [S7R 079/067]
ポケカ,ミュウV SR,SA,single,106/100,S8,32200,20000,32300,直近PSA10販売 22時間前,https://snkrdunk.com/apparels/91163,91163,pkmn-tcg-76,2026-09-25 08:01,32300,ミュウV SR: SA[S8 106/100](拡張パック「フュージョンアーツ」),ミュウV SR: SA [S8 106/100]
ポケカ,カイリューV SR,SA,single,074/067,S7R,105500,69800,109990,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91166,91166,pkmn-tcg-S7R-074,2026-09-25 08:01,109990,カイリューV SR: SA[S7R 074/067](拡張パック「蒼空ストリーム」),カイリューV SR: SA [S7R 074/067]
ポケカ,サナ,SR,single,077/067,S7R,12400,4100,12500,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91168,91168,pkmn-tcg-S7R-077,2026-09-25 08:01,12500,サナ SR[S7R 077/067](拡張パック「蒼空ストリーム」),サナ SR [S7R 077/067]
ポケカ,レックウザV SR,SA,single,076/067,S7R,140000,90000,140000,直近PSA10販売 7時間前,https://snkrdunk.com/apparels/91167,91167,pkmn-tcg-S7R-076,2026-09-25 08:01,140000,レックウザV SR: SA[S7R 076/067](拡張パック「蒼空ストリーム」),レックウザV SR: SA [S7R 076/067]
ポケカ,ジュラルドンV SR,SA,single,076/067,S7D,10999,5980,9200,直近PSA10販売 2026/09/03,https://snkrdunk.com/apparels/91169,91169,pkmn-tcg-87,2026-09-25 08:01,9200,ジュラルドンV SR: SA[S7D 076/067](拡張パック「摩天パーフェクト」),ジュラルドンV SR: SA [S7D 076/067]
ポケカ,リーフィアV SR,SA,single,071/069,S6a,27500,18999,27000,直近PSA10販売 2026/09/20,https://snkrdunk.com/apparels/91170,91170,pkmn-tcg-89,2026-09-25 08:01,27000,リーフィアV SR: SA[S6a 071/069](強化拡張パック「イーブイヒーローズ」),リーフィアV SR: SA [S6a 071/069]
ポケカ,ブースターV SR,SA,single,073/069,S6a,26880,13000,26990,直近PSA10販売 7時間前,https://snkrdunk.com/apparels/91171,91171,pkmn-tcg-90,2026-09-25 08:01,26990,ブースターV SR: SA[S6a 073/069](強化拡張パック「イーブイヒーローズ」),ブースターV SR: SA [S6a 073/069]
ポケカ,シャワーズV SR,SA,single,075/069,S6a,31500,17980,32000,直近PSA10販売 13時間前,https://snkrdunk.com/apparels/91172,91172,pkmn-tcg-91,2026-09-25 08:01,32000,シャワーズV SR: SA[S6a 075/069](強化拡張パック「イーブイヒーローズ」),シャワーズV SR: SA [S6a 075/069]
ポケカ,サンダースV SR,SA,single,079/069,S6a,29900,14980,28400,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91174,91174,pkmn-tcg-93,2026-09-25 08:01,28400,サンダースV SR: SA[S6a 079/069](強化拡張パック「イーブイヒーローズ」),サンダースV SR: SA [S6a 079/069]
ポケカ,グレイシアV SR,SA,single,077/069,S6a,29800,24000,31000,直近PSA10販売 10時間前,https://snkrdunk.com/apparels/91173,91173,pkmn-tcg-92,2026-09-25 08:01,31000,グレイシアV SR: SA[S6a 077/069](強化拡張パック「イーブイヒーローズ」),グレイシアV SR: SA [S6a 077/069]
ポケカ,エーフィV SR,SA,single,081/069,S6a,35000,18000,38000,直近PSA10販売 10時間前,https://snkrdunk.com/apparels/91175,91175,pkmn-tcg-94,2026-09-25 08:01,38000,エーフィV SR: SA[S6a 081/069](強化拡張パック「イーブイヒーローズ」),エーフィV SR: SA [S6a 081/069]
ポケカ,ゲンガーVMAX,SA,single,020/019,SGG,300000,165000,299900,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91178,91178,pkmn-tcg-102,2026-09-25 08:01,299900,ゲンガーVMAX: SA[SGG 020/019](ハイクラスデッキ「ゲンガーVMAX」),ゲンガーVMAX: SA [SGG 020/019]
ポケカ,ブラッキーV SR,SA,single,085/069,S6a,76200,46500,75000,直近PSA10販売 3日前,https://snkrdunk.com/apparels/91176,91176,pkmn-tcg-95,2026-09-25 08:01,75000,ブラッキーV SR: SA[S6a 085/069](強化拡張パック「イーブイヒーローズ」),ブラッキーV SR: SA [S6a 085/069]
ポケカ,ニンフィアV SR,SA,single,083/069,S6a,42700,19800,38800,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91177,91177,pkmn-tcg-97,2026-09-25 08:01,38800,ニンフィアV SR: SA[S6a 083/069](強化拡張パック「イーブイヒーローズ」),ニンフィアV SR: SA [S6a 083/069]
ポケカ,霧の水晶,UR,single,093/070,S6K,6300,3000,,直近PSA10販売 2026/02/04,https://snkrdunk.com/apparels/91179,91179,pkmn-tcg-103,2026-09-25 08:01,,霧の水晶 UR[S6K 093/070](拡張パック「漆黒のガイスト」),霧の水晶 UR [S6K 093/070]
ポケカ,ゼラオラV SR,SA,single,074/070,S6K,27500,7700,29990,直近PSA10販売 2026/09/21,https://snkrdunk.com/apparels/91180,91180,pkmn-tcg-105,2026-09-25 08:01,29990,ゼラオラV SR: SA[S6K 074/070](拡張パック「漆黒のガイスト」),ゼラオラV SR: SA [S6K 074/070]
ポケカ,ガラルサンダーV SR,SA,single,076/070,S5a,19000,6500,16000,直近PSA10販売 2026/08/09,https://snkrdunk.com/apparels/91183,91183,pkmn-tcg-112,2026-09-25 08:01,16000,ガラルサンダーV SR: SA[S5a 076/070](強化拡張パック「双璧のファイター」),ガラルサンダーV SR: SA [S5a 076/070]
ポケカ,こくばバドレックスVMAX HR,SA,single,086/070,S6K,77000,90000,77000,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91182,91182,pkmn-tcg-107,2026-09-25 08:01,77000,こくばバドレックスVMAX HR: SA[S6K 086/070](拡張パック「漆黒のガイスト」),こくばバドレックスVMAX HR: SA [S6K 086/070]
ポケカ,カトレア,SR,single,080/070,S6K,17000,10500,17999,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91181,91181,pkmn-tcg-106,2026-09-25 08:01,17999,カトレア SR[S6K 080/070](拡張パック「漆黒のガイスト」),カトレア SR [S6K 080/070]
ポケカ,クララ,SR,single,082/070,S5a,21000,9000,20800,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91184,91184,pkmn-tcg-113,2026-09-25 08:01,20800,クララ SR[S5a 082/070](強化拡張パック「双璧のファイター」),クララ SR [S5a 082/070]
ポケカ,ガラルファイヤーV SR,SA,single,078/070,S5a,65990,33000,66000,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91185,91185,pkmn-tcg-115,2026-09-25 08:01,66000,ガラルファイヤーV SR: SA[S5a 078/070](強化拡張パック「双璧のファイター」),ガラルファイヤーV SR: SA [S5a 078/070]
ポケカ,コルニの気合い,SR,single,079/070,S5R,22800,6500,18500,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91186,91186,pkmn-tcg-S5R-079,2026-09-25 08:01,18500,コルニの気合い SR[S5R 079/070](拡張パック「連撃マスター」),コルニの気合い SR [S5R 079/070]
ポケカ,バンギラスV SR,SA,single,077/070,S5I,87000,35000,78000,直近PSA10販売 2026/09/17,https://snkrdunk.com/apparels/91189,91189,pkmn-tcg-120,2026-09-25 08:01,78000,バンギラスV SR: SA[S5I 077/070](拡張パック「一撃マスター」),バンギラスV SR: SA [S5I 077/070]
ポケカ,れんげきウーラオスVMAX HR,SA,single,084/070,S5R,94500,65000,94900,直近PSA10販売 1日前,https://snkrdunk.com/apparels/91188,91188,pkmn-tcg-119,2026-09-25 08:01,94900,れんげきウーラオスVMAX HR: SA[S5R 084/070](拡張パック「連撃マスター」),れんげきウーラオスVMAX HR: SA [S5R 084/070]
ポケカ,モミ,SR,single,081/070,S5R,13500,4999,11500,直近PSA10販売 2026/09/08,https://snkrdunk.com/apparels/91187,91187,pkmn-tcg-118,2026-09-25 08:01,11500,モミ SR[S5R 081/070](拡張パック「連撃マスター」),モミ SR [S5R 081/070]
